Name,contents,Course,Title,"Lesson 4-result","Lesson 4-date and time"
kjsstudent1,Video,"Lesson 4",V-4.4.1,0%,"2019-12-23 15:20:42"
kjsstudent1,quiz,"Lesson 4",-,-,-
kjsstudent1,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
kjsstudent1,report,"Lesson 4",-,-,-
kjsstudent2,Video,"Lesson 4",V-4.4.1,0%,"0000-00-00 00:00:00"
kjsstudent2,quiz,"Lesson 4",-,-,-
kjsstudent2,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
kjsstudent2,report,"Lesson 4",-,-,-
tanjil,Video,"Lesson 4",V-4.4.1,0%,"2020-01-06 10:55:43"
tanjil,quiz,"Lesson 4",-,-,-
tanjil,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
tanjil,report,"Lesson 4",-,-,-
Arivu,Video,"Lesson 4",V-4.4.1,0%,"2020-01-06 10:35:05"
Arivu,quiz,"Lesson 4",-,-,-
Arivu,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
Arivu,report,"Lesson 4",-,-,-
ts1,Video,"Lesson 4",V-4.4.1,0%,"0000-00-00 00:00:00"
ts1,quiz,"Lesson 4",-,-,-
ts1,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
ts1,report,"Lesson 4",-,-,-
ts2,Video,"Lesson 4",V-4.4.1,0%,"0000-00-00 00:00:00"
ts2,quiz,"Lesson 4",-,-,-
ts2,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
ts2,report,"Lesson 4",-,-,-
ts3,Video,"Lesson 4",V-4.4.1,0%,"0000-00-00 00:00:00"
ts3,quiz,"Lesson 4",-,-,-
ts3,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
ts3,report,"Lesson 4",-,-,-
説明用,Video,"Lesson 4",V-4.4.1,0%,"0000-00-00 00:00:00"
説明用,quiz,"Lesson 4",-,-,-
説明用,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
説明用,report,"Lesson 4",-,-,-
