Name,contents,Course,Title,"Lesson 4-result","Lesson 4-date and time"
kjsstudent1,Video,"Lesson 4",V-3.4.3,0%,"0000-00-00 00:00:00"
kjsstudent1,Video,"Lesson 4",V-3.4.2,0%,"2020-01-03 08:39:12"
kjsstudent1,Video,"Lesson 4",V-3.4.1,10%,"2019-12-03 14:55:27"
kjsstudent1,quiz,"Lesson 4",-,-,-
kjsstudent1,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
kjsstudent1,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
kjsstudent1,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
kjsstudent1,report,"Lesson 4",-,-,-
kjsstudent2,Video,"Lesson 4",V-3.4.3,0%,"2020-01-06 12:02:49"
kjsstudent2,Video,"Lesson 4",V-3.4.2,0%,"2020-01-06 11:58:25"
kjsstudent2,Video,"Lesson 4",V-3.4.1,0%,"2020-01-06 11:58:11"
kjsstudent2,quiz,"Lesson 4",-,-,-
kjsstudent2,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
kjsstudent2,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
kjsstudent2,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
kjsstudent2,report,"Lesson 4",-,-,-
tanjil,Video,"Lesson 4",V-3.4.3,0%,"2020-01-06 10:47:46"
tanjil,Video,"Lesson 4",V-3.4.2,0%,"2020-01-06 10:44:13"
tanjil,Video,"Lesson 4",V-3.4.1,0%,"2020-01-06 10:44:00"
tanjil,quiz,"Lesson 4",-,-,-
tanjil,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
tanjil,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
tanjil,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
tanjil,report,"Lesson 4",-,-,-
Arivu,Video,"Lesson 4",V-3.4.3,0%,"0000-00-00 00:00:00"
Arivu,Video,"Lesson 4",V-3.4.2,0%,"0000-00-00 00:00:00"
Arivu,Video,"Lesson 4",V-3.4.1,10%,"2019-12-27 07:59:56"
Arivu,quiz,"Lesson 4",-,-,-
Arivu,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
Arivu,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
Arivu,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
Arivu,report,"Lesson 4",-,-,-
ts1,Video,"Lesson 4",V-3.4.3,0%,"0000-00-00 00:00:00"
ts1,Video,"Lesson 4",V-3.4.2,0%,"0000-00-00 00:00:00"
ts1,Video,"Lesson 4",V-3.4.1,0%,"0000-00-00 00:00:00"
ts1,quiz,"Lesson 4",-,-,-
ts1,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
ts1,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
ts1,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
ts1,report,"Lesson 4",-,-,-
ts2,Video,"Lesson 4",V-3.4.3,0%,"0000-00-00 00:00:00"
ts2,Video,"Lesson 4",V-3.4.2,10%,"2019-12-26 11:21:54"
ts2,Video,"Lesson 4",V-3.4.1,10%,"2019-12-26 11:21:44"
ts2,quiz,"Lesson 4",-,-,-
ts2,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
ts2,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
ts2,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
ts2,report,"Lesson 4",-,-,-
ts3,Video,"Lesson 4",V-3.4.3,0%,"0000-00-00 00:00:00"
ts3,Video,"Lesson 4",V-3.4.2,20%,"2019-12-27 07:41:43"
ts3,Video,"Lesson 4",V-3.4.1,20%,"2019-12-27 07:41:21"
ts3,quiz,"Lesson 4",-,-,-
ts3,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
ts3,questionnaire,"Lesson 4",Questionnaire,○,"2019-12-27 01:41:53"
ts3,questionnaire,"Lesson 4",Questionnaire,○,"2019-12-27 01:41:32"
ts3,report,"Lesson 4",-,-,-
説明用,Video,"Lesson 4",V-3.4.3,0%,"0000-00-00 00:00:00"
説明用,Video,"Lesson 4",V-3.4.2,0%,"0000-00-00 00:00:00"
説明用,Video,"Lesson 4",V-3.4.1,0%,"0000-00-00 00:00:00"
説明用,quiz,"Lesson 4",-,-,-
説明用,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
説明用,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
説明用,questionnaire,"Lesson 4",Questionnaire,×,"0000-00-00 00:00:00"
説明用,report,"Lesson 4",-,-,-
